ASSET_UNIT_ID,ASSET_UNIT_NAME,ASSET_UNIT_PROJECT,ASSET_STATUS_ACTIVITY,ASSET_STATUS_ACTIVITY_ACCURACY,ASSET_VALUECHAIN_SEGMENT2,ASSET_STATUS_LIFECYCLE1,ASSET_STATUS_LIFECYCLE_ACCURACY,ASSET_OWNERSHIP_PROMOTER,ASSET_UNIT_SCOPE,ASSET_CAPACITY_YEAR,ASSET_CAPACITY_YEAR_ACCURACY,ASSET_CARBON_INTENSITY,ASSET_LOCATION_GPS-ACCURACY,ASSET_LOCATION_GPS-LONGITUDE,ASSET_LOCATION_GPS-LATITUDE
ASFR230486,Engie Solutions/HyPort Toulouse-Blagnac - 1MW hydrogen production unit,Hyport Toulouse-Blagnac,active,reported,production,operational,reported,Engie Solutions,"Initial : Sur l’aéroport de Toulouse-Blagnac, HyPort propose de déployer une infrastructure de production d’hydrogène renouvelable, pour alimenter de multiples usages, et ce, à travers 3 stations.
Up-to-date : La production et le stockage de l'hydrogène permet d'alimenter deux stations de distribution. L'une en zone aéroportuaire, pour avitailler les tracteurs d'avions et aussi des groupes électrogènes. Ces derniers fournissent de l'électricité aux avions lorsqu'ils sont au sol plutôt que d'utiliser leur carburant pour le conditionnement d'air des cabines, le chauffage ou la climatisation. L'autre station se situe juste à côté de la première, mais en dehors de la zone aéroportuaire. Elle va assurer, dans un premier temps, la recharge de cinq bus à hydrogène, opérés par Transdev, dont trois navettes qui transportent les passagers vers les avions et les parkings. La station de production de l'hydrogène se situent entre les deux points de distribution. Elle fournit 400 kg d'hydrogène vert par jour. Pour un véhicule léger, 1 kg d'hydrogène permet de parcourir 100 km. Engie s'est donné pour ambition de développer en France une centaine de stations d'avitaillement d'ici à 2030.",133.33333333333334,4.4,,Nearest known address,1.36770,43.62931
ASFR230487,Mob'Hy/McPhy FaHyence Sarreguemines - 100kW hydrogen production unit,FaHyence,active,reported,production,operational,reported,Mob'Hy,First hydrogen station in France connected to an electrolyzer,21.81976871045167,0.7200523674449051,,Nearest known address,7.08891,49.10708
ASFR230488,Lhyfe SeaLhyfe Saint-Nazaire - 1MW Offshore Electrolyser,SeaLhyfe,active,reported,production,operational,reported,Lhyfe,SeaLhyfe : le premier électrolyseur offshore au monde entre en service,73.33333333333333,2.42,,Nearest city center,-2.56396,47.28982
ASFR230489,ANR/Engie Crigen CHOCHCO - CO2/H2O Co-hydrogen production,CHOCHCO,inactive,reported,production,terminated,reported,Engie Crigen,"CHOCHCO project deals with the issue of CO2 value chain and with the development of a novel family of solutions for renewable electricity storage through a gas vector, named “Power to gas”. The share of intermittent and renewable sources (wind farms, photovoltaics) in the French and European electricity mix increases. It induces a global geographical and time gap between electricity production and demand, which “Power to gas” and more particularly “Power to Methane” could help filling : by converting the temporary over-production of low cost renewable electricity into an energy vector, e.g. synthetic methane, and by injecting the latter into the local, national or supra-national natural gas grids, one handles both the storage and the long-distance transport of this energy (and thus mitigates the risk of local saturation of the electricity distribution grid). Besides, this solution enables to build a carbon circular economy by enhancing CO2 value. The “Power to Methane” chain is made of:
1) an electrolysis block (H2 production) or here, in the case of CHOCHCO, a high temperature co-electrolysis block (electrochemical conversion of steam and CO2 into a syngas made of H2 and CO)
2) a catalytic methanation block
3) and probably, a methane upgrading block, to reach injection specifications for the natural gas grid",,,,Nearest city center,2.34865,48.85460
ASFR230490,Areva ElectroHgena - hydrogen production unit,ElectroHgena,inactive,reported,production,terminated,reported,Areva,"Le procédé technique consiste à transformer de l’électricité en méthane. « Le passage de l’électricité au méthane s’effectue en deux temps. Il s’agit d’abord de produire de l’hydrogène par électrolyse de l’eau puis de faire réagir cet hydrogène avec du dioxyde de carbone dans un réacteur catalytique ». Les deux piliers de cette production d’énergie sont donc l’électrolyse qui permet d’obtenir l’hydrogène, et la méthanation catalytique de l’hydrogène et du dioxyde de carbone qui aboutit à la production de méthane.",,,,Nearest city center,2.19372,48.67692
ASFR230491,AFUL Chantrerie Minerve P2G Nantes - 12kW hydrogen production unit,Minerve P2G,active,estimated,production,operational,reported,AFUL Chantrerie,"Le procédé consiste à transformer de l’électricité en hydrogène qui est ensuite converti, avec l’apport de CO2, en méthane de synthèse facilement stockable.
Le démonstrateur alimente en priorité un véhicule (mobilité GNV) de l’AFUL Chantrerie, porteur du projet, et les chaudières gaz de la chaufferie biomasse du site de la Chantrerie à Nantes.",1.76,0.05808,,Nearest known address,-1.51571,47.28334
ASFR230492,HRS Champ-sur-Drac - 1MW clean hydrogen production unit,HRS Champ-sur-Drac,active,estimated,production,construction,reported,HRS,Implantation d'une station hydrogène HRS à Champ-sur-Drac,145.46512473634445,4.800349116299367,,Nearest city center,5.72241,45.06389
ASFR230493,"Engie/SMTAG Bruay-La-Buissière - 0,5MW hydrogen production unit",SMTAG Bruay-la-Buissière,active,estimated,production,operational,reported,Engie Solutions,"A pioneering zero emissions mobility project for heavy transport in France. The “Syndicat mixte des transports Artois-Gohelle” (SMT AG) is launching the first 100% hydrogen bus line and its dedicated station, the precursors of the “zero emissions mobility” revolution, which is spreading in France, Europe and worldwide.",66.66666666666667,2.2,,Nearest city center,2.54321,50.48312
ASFR230494,Sirea Castres - 430W hydrogen production unit,Sirea Castres,active,reported,production,operational,reported,Sirea,"Sirea, va compléter sa « Station Verte », dédiée à la recharge de véhicules électriques à partir d’une ombrière PV, par un système électrolyseur/stockage pour utiliser l’hydrogène, à Castres, dans le Tarn.",0.021500000000000002,0.0007095000000000001,,Exact site location,2.21241,43.58748
ASFR230495,Storengy MéthyCentre Angé - 250kW hydrogen production unit,Méthycentre,active,estimated,production,operational,reported,Storengy,"Le projet METHYCENTRE sera le premier projet de Power-to-Gas en France, couplant méthanisation (production de biométhane), électrolyse (production d’hydrogène) et méthanation (production de méthane de synthèse). ",36.666666666666664,1.21,,Nearest city center,1.24405,47.33195
ASFR230496,"Suez/SEM SIPEnR H2 Créteil - 2,5MW hydrogen production unit",H2 Créteil,active,estimated,production,construction,reported,Suez,"En pratique, l’installation transformera l’électricité produite par la combustion des déchets ménagers du territoire en hydrogène via le procédé de l'électrolyse. Spécialisé dans l’aménagement et le déploiement d’infrastructures de ravitaillement, Mesure Process (groupe MPH Energie) a été retenu pour assurer la construction de l’installation.
Production de 500 kg/jour par électrolyse, via électricité produite par l'UVE de Créteil",333.3333333333333,11,,Nearest known address,2.43788,48.77832
ASFR230497,"PVFC-SYS Sophia Antipolis - 3,6kW Electrolyser",PVFC-SYS,inactive,reported,production,terminated,reported,,"Installation de moyenne puissance : habitat individuel en site isolé (4 kW), Projet PVFC- SYS, CEP (Sophia-Antipolis, France)
    champ photovoltaïque de 36 m² (3,6 kWcrête) ;
    électrolyseur de technologie alcaline, zéro gap (3,6 kW) ;
    pile à combustible de type PEM (4 kW) ;
    stockage de gaz : hydrogène (4 Nm3) et oxygène (2 Nm3) à 10 bar.
Le projet européen PV-FC-SYS (1999-2002) a pour but d’étudier la faisabilité et d’expérimenter un système photovoltaïque/électrolyseur/pile à combustible pour la production d’énergie électrique en sites isolés. Ce banc a été dimensionné pour répondre à une charge de type habitat individuel d’environ 4 kW. ",0.48000000000000004,0.015840000000000003,,Nearest known address,7.05273,43.61435
ASFR230498,Engie SPHyNX Stains - 120kW hydrogen production unit,SPHyNX,inactive,reported,production,terminated,reported,Engie Crigen,"Suite du projet Smarthyes (deuxième prototype, à échelle 1) et distribution sur deux stations-services, cogénération sur le site du centre de recherche Engie Lab Crigen (Ile-de-France).
Sylfen a livré 3 modules d'une puissance totale supérieure à 100 kW, Chacun des trois éléments sera capable de stocker 40 kWe en électrolyse, complétés par une batterie de 50 kWh, ce qui constituera un ensemble 10 fois plus puissant que l'actuel démonstrateur. L'ensemble fonctionnera pendant plus de 8.000 heures/an.",16.8,0.5544,,Nearest known address,2.36858,48.95951
ASFR230499,"Engie HYFLEXPOWER Saillat-sur-Vienne - 1,25 MW hydrogen production unit",HYFLEXPOWER,active,estimated,production,operational,reported,Engie Solutions,"The HYFLEXPOWER project, which has achieved a technology readiness level of 7, will convert a 12-MWe combined heat and power (CHP) plant at Engie Solutions’ Smurfit Kappa pulp-and-paper industrial site in Saillat-sur-Vienne, France, to demonstrate the entire power-to-hydrogen-to-power cycle. In 2022, the first test phase made it possible to produce in situ, via a PEM electrolyser with a nominal power of 1.25 MW
This EU-funded project will demonstrate that renewable hydrogen can serve as a flexible means of storing energy which can then be used to power an industrial turbine.To this end, HYFLEXPOWER will develop and operate the first fully integrated power-to-hydrogen-to-power industrial-scale power plant.",183.33333333333334,6.050000000000001,,Nearest known address,0.81466,45.87059
ASFR230500,Valorem Armor H2 Saint-Brieuc Les Châtelets - 4MW hydrogen production unit,Armor H2,active,reported,production,development,reported,Valorem,"Armor H2 is a 4MW renewable hydrogen production site located at the Châtelets site in Trégueux, west of Saint-Brieuc (Côtes-d’Armor), using wind and solar as power sources, and supplying 2 refueling stations at Châtelets and Plaines Villes in Ploufragan. ",533.3333333333334,17.6,,Nearest city center,1.01142,48.65000
ASFR230501,Bouygues ES H2HUB Loiret Neuville-aux-Bois - 2MW hydrogen production unit,H2HUB Loiret,active,estimated,production,construction,reported,Bouygues ES,L’ambition du projet est la mise en place d’une production d’environ 800kg/j d’hydrogène à partir d’électricité locale et renouvelable. L’électrolyseur sera installé aux plus proches des H2 Feedstock consumers et sera mis à disposition à travers différentes stations de distribution autour de la métropole d’Orléans.,266.6666666666667,8.8,,Nearest city center,1.90231,47.89035
ASFR230502,Engie HORIZEO Saucats - 10MW hydrogen production unit,HORIZEO,active,estimated,production,development,reported,Engie Solutions,"Engie, Neoen et RTE, les trois maîtres d’ouvrage du parc d’énergies renouvelables Horizeo, ont présenté une version amendée de leur projet mardi 31 mai. A l’horizon 2026, celui-ci prévoit d’accueillir un parc photovoltaïque de 1 GW, avec un électrolyseur, un centre de données, de l’agri-PV et du stockage par batterie dans la forêt de Saucats (Gironde).",1333.3333333333333,44,,Nearest city center,-0.59711,44.65124
ASFR230503,Hympulsion Bourguoin-Jallieu - 2MW clean hydrogen production unit,Hympulsion Bourguoin-Jallieu,inactive,reported,production,cancelled,estimated,Hympulsion,"Initiated by the Auvergne-Rhône-Alpes Regional council, deployed by Hympulsion and supported by the European Union, the Zero Emission Valley (ZEV) project stands out by its scale and its innovative nature.
The plan aims at deploying, before the end of 2023, 1,200 fuel cell vehicles, 20 hydrogen stations, including several with electrolyzers to produce hydrogen from renewable electricity without emitting CO2. This project aims to make Auvergne-Rhône-Alpes the pioneering region for hydrogen mobility in France and one of the first carbon-neutral territories at the European level, while helping to create profitable models that can be replicated on a European scale.",266.6666666666667,8.8,,Nearest known address,5.25804,45.59655
ASFR230504,HDF/Teréga HyGéo Carresse-Cassaber - hydrogen production unit,HyGéo,active,estimated,production,development,reported,HDF,HDF et Teréga signent un accord pour développer des solutions de stockage massif d’hydrogène en cavité saline pour des applications multiples.,,,,Nearest city center,-0.99068,43.48923
